Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Eg.  
Vardas386           Pavarde386          1    10   6    9    1    8    7    3    3    7    1    
Vardas387           Pavarde387          9    6    7    3    2    5    6    8    4    3    4    
Vardas388           Pavarde388          9    7    9    10   2    6    2    8    4    7    5    
Vardas389           Pavarde389          7    2    8    9    2    4    8    3    7    4    4    
Vardas390           Pavarde390          5    10   10   6    3    7    10   4    10   1    4    
Vardas391           Pavarde391          8    5    6    9    7    2    3    2    7    3    3    
Vardas392           Pavarde392          8    2    8    5    5    8    2    8    5    8    7    
Vardas393           Pavarde393          7    6    8    6    6    2    9    7    6    6    7    
Vardas394           Pavarde394          1    3    3    8    7    2    5    6    4    6    6    
Vardas395           Pavarde395          9    3    3    4    9    5    1    10   4    8    4    
Vardas396           Pavarde396          6    7    9    6    8    5    7    9    7    2    10   
Vardas397           Pavarde397          9    3    9    7    1    9    8    4    9    10   3    
Vardas398           Pavarde398          1    9    6    2    7    3    8    6    9    10   10   
Vardas399           Pavarde399          6    1    10   8    3    7    10   6    7    1    4    
Vardas400           Pavarde400          7    8    1    7    1    7    6    3    8    1    6    
Vardas401           Pavarde401          10   8    8    1    4    9    9    8    10   3    8    
Vardas402           Pavarde402          7    4    8    7    2    6    1    4    8    3    3    
Vardas403           Pavarde403          8    4    1    3    1    4    7    8    9    3    7    
Vardas404           Pavarde404          8    3    6    4    10   5    10   8    1    5    8    
Vardas405           Pavarde405          2    5    5    5    10   5    8    2    9    1    1    
Vardas406           Pavarde406          3    7    6    1    5    7    9    2    3    2    5    
Vardas407           Pavarde407          5    7    2    9    10   1    10   1    9    9    6    
Vardas408           Pavarde408          7    10   7    2    5    8    10   5    9    1    7    
Vardas409           Pavarde409          2    3    6    4    9    1    9    1    2    5    8    
Vardas410           Pavarde410          9    3    7    1    10   3    3    8    4    3    1    
Vardas411           Pavarde411          3    4    5    3    3    1    8    1    9    4    3    
Vardas412           Pavarde412          8    4    6    5    9    5    6    5    2    6    7    
Vardas413           Pavarde413          10   10   8    4    8    6    9    2    9    2    8    
Vardas414           Pavarde414          3    6    9    3    6    6    9    3    1    4    9    
Vardas415           Pavarde415          5    2    5    4    10   10   4    8    10   3    3    
Vardas416           Pavarde416          3    9    8    8    2    2    2    6    8    7    5    
Vardas417           Pavarde417          9    9    4    8    3    2    2    5    10   10   3    
Vardas418           Pavarde418          8    7    4    9    10   10   9    3    8    10   8    
Vardas419           Pavarde419          1    1    10   4    7    5    1    7    2    7    9    
Vardas420           Pavarde420          3    7    2    6    4    4    7    8    5    1    1    
Vardas421           Pavarde421          9    7    9    8    5    7    5    7    3    2    8    
Vardas422           Pavarde422          5    4    10   2    2    10   2    9    2    7    6    
Vardas423           Pavarde423          1    9    10   4    9    3    10   1    7    4    9    
Vardas424           Pavarde424          10   4    7    4    7    10   5    10   1    6    5    
Vardas425           Pavarde425          10   3    9    4    2    10   5    1    9    7    1    
Vardas426           Pavarde426          5    5    1    8    9    7    4    7    6    5    3    
Vardas427           Pavarde427          6    7    3    7    9    5    7    3    4    9    3    
Vardas428           Pavarde428          3    7    4    2    1    1    7    8    4    1    7    
Vardas429           Pavarde429          10   2    1    5    6    3    2    6    4    1    8    
Vardas430           Pavarde430          3    9    8    10   2    10   8    6    6    2    1    
Vardas431           Pavarde431          9    4    6    8    7    8    10   4    3    1    6    
Vardas432           Pavarde432          2    8    9    7    10   9    1    3    4    10   10   
Vardas433           Pavarde433          7    7    9    7    3    8    1    10   7    5    2    
Vardas434           Pavarde434          9    9    5    9    3    6    3    1    9    5    1    
Vardas435           Pavarde435          8    6    10   6    6    8    5    1    8    2    9    
Vardas436           Pavarde436          10   5    6    4    6    9    6    1    1    10   4    
Vardas437           Pavarde437          6    4    1    1    9    9    3    6    6    4    2    
Vardas438           Pavarde438          4    10   3    3    2    6    6    3    10   10   9    
Vardas439           Pavarde439          10   2    5    5    2    9    9    3    5    10   10   
Vardas440           Pavarde440          3    8    1    1    8    2    5    10   10   6    10   
Vardas441           Pavarde441          8    4    10   10   4    9    8    6    7    7    9    
Vardas442           Pavarde442          1    10   3    3    9    9    5    6    10   7    4    
Vardas443           Pavarde443          5    6    5    9    3    8    7    7    6    10   9    
Vardas444           Pavarde444          3    3    2    8    6    2    1    8    3    6    7    
Vardas445           Pavarde445          3    9    10   1    6    8    9    7    9    3    10   
Vardas446           Pavarde446          5    10   6    3    4    3    6    10   6    9    1    
Vardas447           Pavarde447          4    5    7    3    3    7    8    7    7    1    7    
Vardas448           Pavarde448          9    8    3    3    7    2    6    5    8    7    9    
Vardas449           Pavarde449          10   6    9    3    9    1    4    10   3    8    5    
Vardas450           Pavarde450          8    2    1    5    3    2    4    7    10   3    5    
Vardas451           Pavarde451          1    10   6    6    2    1    6    2    2    6    1    
Vardas452           Pavarde452          7    9    4    2    4    5    4    10   3    4    4    
Vardas453           Pavarde453          5    4    10   4    4    10   10   8    3    9    7    
Vardas454           Pavarde454          6    7    6    1    5    5    9    2    5    5    8    
Vardas455           Pavarde455          1    5    1    3    4    7    2    4    3    2    7    
Vardas456           Pavarde456          9    6    9    10   9    3    7    10   7    3    2    
Vardas457           Pavarde457          7    1    10   10   4    10   5    8    10   7    7    
Vardas458           Pavarde458          5    9    4    5    8    2    9    2    3    3    5    
Vardas459           Pavarde459          10   7    1    7    2    8    1    3    1    3    3    
Vardas460           Pavarde460          7    7    9    9    6    7    8    6    8    10   5    
Vardas461           Pavarde461          6    4    2    10   8    10   3    2    1    6    2    
Vardas462           Pavarde462          7    4    2    5    9    10   4    7    10   2    10   
Vardas463           Pavarde463          2    10   6    7    7    3    7    5    3    6    4    
Vardas464           Pavarde464          7    7    5    9    3    8    8    4    10   4    10   
Vardas465           Pavarde465          10   4    7    3    4    8    10   2    9    8    4    
Vardas466           Pavarde466          4    1    1    10   2    7    2    4    7    2    2    
Vardas467           Pavarde467          5    2    8    6    10   9    10   2    2    6    10   
Vardas468           Pavarde468          3    4    3    1    8    10   9    4    4    1    8    
