Pavarde             Vardas              Galutinis (Med.)    
Vardas2674          Pavarde2674         2.80                
Vardas4526          Pavarde4526         2.80                
Vardas6423          Pavarde6423         2.80                
Vardas6369          Pavarde6369         2.80                
Vardas433           Pavarde433          2.80                
Vardas2583          Pavarde2583         2.80                
Vardas9360          Pavarde9360         2.80                
Vardas1230          Pavarde1230         2.80                
Vardas4591          Pavarde4591         2.80                
Vardas4416          Pavarde4416         2.80                
Vardas6474          Pavarde6474         2.80                
Vardas4611          Pavarde4611         2.80                
Vardas2551          Pavarde2551         2.80                
Vardas6291          Pavarde6291         2.80                
Vardas4645          Pavarde4645         2.80                
Vardas6503          Pavarde6503         2.80                
Vardas3621          Pavarde3621         2.80                
Vardas503           Pavarde503          2.80                
Vardas4364          Pavarde4364         2.80                
Vardas4345          Pavarde4345         2.80                
Vardas9840          Pavarde9840         2.80                
Vardas1509          Pavarde1509         2.80                
Vardas6003          Pavarde6003         2.80                
Vardas2178          Pavarde2178         2.80                
Vardas6700          Pavarde6700         2.80                
Vardas9814          Pavarde9814         2.80                
Vardas5967          Pavarde5967         2.80                
Vardas2897          Pavarde2897         2.80                
Vardas2126          Pavarde2126         2.80                
Vardas2118          Pavarde2118         2.80                
Vardas9507          Pavarde9507         2.80                
Vardas8368          Pavarde8368         2.80                
Vardas9105          Pavarde9105         2.80                
