Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Eg.  
Vardas386           Pavarde386          3    3    10   4    6    5    9    1    5    1    5    
Vardas387           Pavarde387          1    1    5    2    7    2    4    8    8    2    1    
Vardas388           Pavarde388          9    6    10   4    5    6    10   1    8    9    6    
Vardas389           Pavarde389          9    10   6    9    1    7    2    3    5    4    9    
Vardas390           Pavarde390          4    3    2    10   10   3    5    8    8    6    5    
Vardas391           Pavarde391          3    2    3    9    9    6    10   10   5    3    4    
Vardas392           Pavarde392          4    4    7    4    4    4    3    6    10   5    8    
Vardas393           Pavarde393          1    7    10   6    7    8    9    10   9    2    10   
Vardas394           Pavarde394          8    3    8    4    7    9    2    1    10   6    1    
Vardas395           Pavarde395          1    6    2    2    10   6    6    2    7    10   9    
Vardas396           Pavarde396          4    1    4    3    6    2    8    6    9    2    7    
Vardas397           Pavarde397          4    7    10   9    8    7    8    9    3    2    6    
Vardas398           Pavarde398          6    4    2    6    6    3    4    2    2    2    9    
Vardas399           Pavarde399          10   4    1    5    3    2    2    8    1    3    10   
Vardas400           Pavarde400          6    1    8    2    3    3    8    4    4    1    9    
Vardas401           Pavarde401          2    4    8    9    4    5    1    6    2    2    4    
Vardas402           Pavarde402          1    9    6    4    6    9    3    6    8    9    5    
Vardas403           Pavarde403          2    10   6    6    3    1    8    10   6    5    8    
Vardas404           Pavarde404          4    4    3    1    7    4    4    7    5    9    9    
Vardas405           Pavarde405          3    9    2    6    3    5    6    10   7    1    6    
Vardas406           Pavarde406          5    7    8    2    9    3    7    10   6    7    5    
Vardas407           Pavarde407          10   8    4    8    2    2    6    3    8    3    4    
Vardas408           Pavarde408          4    3    5    3    10   9    3    8    8    1    7    
Vardas409           Pavarde409          3    10   8    2    9    10   2    10   7    10   2    
Vardas410           Pavarde410          2    9    6    6    9    9    6    10   8    3    2    
Vardas411           Pavarde411          10   8    6    3    4    9    5    9    6    5    2    
Vardas412           Pavarde412          1    6    1    5    4    5    4    8    3    4    1    
Vardas413           Pavarde413          5    6    4    8    8    3    4    8    10   8    4    
Vardas414           Pavarde414          5    8    9    8    8    7    2    5    5    1    10   
Vardas415           Pavarde415          1    9    1    9    9    4    9    3    2    6    1    
Vardas416           Pavarde416          8    7    7    10   8    6    7    1    1    3    3    
Vardas417           Pavarde417          1    9    5    3    3    3    3    2    10   8    7    
Vardas418           Pavarde418          2    9    8    6    1    4    2    8    1    1    4    
Vardas419           Pavarde419          6    9    8    8    10   7    2    6    4    4    9    
Vardas420           Pavarde420          8    6    4    5    8    9    3    3    9    7    6    
Vardas421           Pavarde421          9    10   6    8    1    9    7    6    5    9    3    
Vardas422           Pavarde422          2    2    6    7    6    8    1    10   10   4    5    
Vardas423           Pavarde423          6    9    10   7    3    6    1    1    2    10   10   
Vardas424           Pavarde424          8    1    3    1    6    4    7    10   7    8    8    
Vardas425           Pavarde425          4    5    10   7    7    6    6    1    3    5    5    
Vardas426           Pavarde426          2    10   5    10   3    6    1    10   2    3    7    
Vardas427           Pavarde427          7    4    7    6    8    6    4    1    4    5    6    
Vardas428           Pavarde428          2    2    9    3    1    8    7    5    5    5    7    
Vardas429           Pavarde429          3    3    7    5    1    3    9    3    4    8    6    
Vardas430           Pavarde430          7    3    10   1    3    7    10   8    9    10   2    
Vardas431           Pavarde431          9    10   3    9    6    2    8    7    3    6    2    
Vardas432           Pavarde432          4    2    5    2    8    2    7    1    6    4    10   
Vardas433           Pavarde433          5    1    7    2    8    7    3    3    4    10   8    
Vardas434           Pavarde434          3    7    1    5    8    6    2    8    7    5    8    
Vardas435           Pavarde435          10   9    5    1    10   7    6    9    7    10   3    
Vardas436           Pavarde436          6    5    7    3    9    3    1    8    6    4    10   
Vardas437           Pavarde437          6    8    10   2    7    5    2    10   4    10   6    
Vardas438           Pavarde438          4    1    5    4    1    2    10   6    9    3    7    
Vardas439           Pavarde439          6    6    8    8    2    4    1    7    9    7    5    
Vardas440           Pavarde440          1    9    6    2    7    10   2    3    3    6    8    
Vardas441           Pavarde441          10   7    1    5    5    4    8    1    3    7    2    
Vardas442           Pavarde442          4    8    7    4    7    6    10   9    4    7    8    
Vardas443           Pavarde443          3    9    10   5    7    3    9    10   2    9    6    
Vardas444           Pavarde444          1    7    7    3    4    8    6    5    10   8    3    
Vardas445           Pavarde445          3    9    3    2    4    4    9    6    2    3    9    
Vardas446           Pavarde446          6    5    2    2    7    9    2    7    9    6    2    
Vardas447           Pavarde447          4    10   3    3    8    2    2    7    7    1    7    
Vardas448           Pavarde448          3    5    3    5    4    8    5    8    9    1    2    
Vardas449           Pavarde449          5    3    1    10   1    1    10   2    5    10   5    
Vardas450           Pavarde450          2    6    10   10   7    9    6    5    4    9    7    
Vardas451           Pavarde451          2    10   9    5    10   4    5    8    2    2    6    
Vardas452           Pavarde452          8    8    6    1    10   10   10   1    2    5    2    
Vardas453           Pavarde453          8    10   3    7    9    10   1    2    6    5    6    
Vardas454           Pavarde454          3    3    2    10   5    2    5    1    10   5    2    
Vardas455           Pavarde455          3    1    3    7    6    3    10   6    4    1    3    
Vardas456           Pavarde456          6    2    2    8    4    10   3    10   3    7    3    
Vardas457           Pavarde457          6    8    3    3    8    5    8    5    8    1    4    
Vardas458           Pavarde458          5    6    10   6    3    2    3    7    7    6    3    
Vardas459           Pavarde459          6    6    1    10   4    5    3    5    8    3    1    
Vardas460           Pavarde460          2    5    10   10   3    8    8    7    8    7    1    
Vardas461           Pavarde461          6    4    6    5    3    2    3    10   1    5    1    
Vardas462           Pavarde462          2    2    7    4    7    10   2    2    9    8    2    
Vardas463           Pavarde463          5    6    4    6    2    5    5    9    7    6    7    
Vardas464           Pavarde464          7    7    7    10   3    4    6    4    1    4    2    
Vardas465           Pavarde465          9    9    7    7    5    6    8    6    5    1    4    
Vardas466           Pavarde466          5    3    9    6    1    3    4    9    10   2    1    
Vardas467           Pavarde467          4    8    2    9    7    1    1    2    6    5    5    
Vardas468           Pavarde468          3    9    7    2    10   2    6    8    6    6    3    
